id,customer_id,transaction_date,amount_usd,currency,destination_suburb,destination_city,transaction_type,description,reference_number
492,103,2025/02/24 17:18,1951.44,ZAR,La Lucia,Johannesburg,DEPOSIT,Equipment lease,TXN-2025-000811
493,79,2025/02/24 18:35,42160.55,ZAR,Paarl,Cape Town,WITHDRAWAL,Professional services,TXN-2025-000781
494,106,2025/02/25 08:12,1550.41,ZAR,Somerset West,Durban,WITHDRAWAL,Investment funds,TXN-2025-001894
495,106,2025/02/25 08:28,46675.76,ZAR,Centurion,Pretoria,WITHDRAWAL,Supplier payment,TXN-2025-002701
496,183,2025/02/25 09:04,38312.09,ZAR,Umhlanga Rocks,Cape Town,WITHDRAWAL,Donation,TXN-2025-001999
497,42,2025/02/25 10:24,12999,ZAR,Westville,Durban,WITHDRAWAL,Entertainment costs,TXN-2025-002745
498,62,2025/02/25 12:43,7000,ZAR,Pietermaritzburg,Johannesburg,WITHDRAWAL,Accounting services,TXN-2025-002978
499,44,2025/02/25 12:51,2675.59,ZAR,Bedfordview,Cape Town,TRANSFER,Construction payment,TXN-2025-000088
500,114,2025/02/25 13:59,6562.11,ZAR,Menlyn,Pretoria,DEPOSIT,Medical expenses,TXN-2025-000840
501,107,2025/02/25 14:48,39276.17,ZAR,Kimberley Central,Durban,TRANSFER,Export proceeds,TXN-2025-002671
502,32,2025/02/25 15:45,8000,ZAR,Paarl,Durban,TRANSFER,Consulting fee,TXN-2025-002847
503,88,2025/02/25 17:53,1057.25,ZAR,Diepsloot,Cape Town,WITHDRAWAL,Stock purchase,TXN-2025-002352
504,153,2025/02/26 09:24,21170.31,ZAR,Bloemfontein Central,Pretoria,DEPOSIT,Investment funds,TXN-2025-000803
505,80,2025/02/26 09:46,24069.35,ZAR,Woodlands,Durban,WITHDRAWAL,Vehicle purchase,TXN-2025-001870
506,38,2025/02/26 11:25,49933.52,ZAR,Ballito,Durban,DEPOSIT,Service payment,TXN-2025-000639
507,124,2025/02/26 12:46,29096.72,ZAR,Menlyn,Pretoria,DEPOSIT,Professional services,TXN-2025-001062
508,31,2025/02/26 13:17,7999,ZAR,Umlazi,Durban,TRANSFER,Equipment lease,TXN-2025-000013
509,1,2025/02/26 14:04,10990,ZAR,George Central,Durban,TRANSFER,Loan repayment,TXN-2025-001168
510,138,2025/02/26 14:30,625.68,ZAR,Sandton,Johannesburg,DEPOSIT,IT services,TXN-2025-002016
511,94,2025/02/26 15:47,9765.03,ZAR,Claremont,Cape Town,WITHDRAWAL,Construction payment,TXN-2025-002156
512,75,2025/02/26 16:05,4623.52,ZAR,Bloemfontein Central,Pretoria,WITHDRAWAL,Investment capital,TXN-2025-002684
513,43,2025/02/26 16:12,8990,ZAR,Westville,Johannesburg,TRANSFER,Investment capital,TXN-2025-001849
514,113,2025/02/26 16:25,43534.67,ZAR,Ballito,Durban,TRANSFER,Equipment lease,TXN-2025-001502
515,161,2025/02/26 17:34,2958.14,ZAR,Tsakane,Johannesburg,PAYMENT,Maintenance costs,TXN-2025-000748
516,34,2025/02/27 08:24,582.51,ZAR,Woodlands,Johannesburg,TRANSFER,Professional services,TXN-2025-000100
517,98,2025/02/27 17:30,4557.77,ZAR,Umhlanga Rocks,Johannesburg,TRANSFER,Training costs,TXN-2025-002776
518,104,2025/02/27 17:44,714.94,ZAR,Fourways,Johannesburg,WITHDRAWAL,Entertainment costs,TXN-2025-001315
519,62,2025/02/27 18:03,30978.95,ZAR,Lynnwood,Durban,PAYMENT,Property investment,TXN-2025-001935
520,182,2025/02/27 18:05,10742.89,ZAR,Soweto,Johannesburg,WITHDRAWAL,Equipment purchase,TXN-2025-001174
521,174,2025/02/27 19:20,139.68,ZAR,Centurion,Pretoria,WITHDRAWAL,Travel expenses,TXN-2025-001722
522,161,2025/02/28 09:25,1091.43,ZAR,Sea Point,Cape Town,WITHDRAWAL,Furniture purchase,TXN-2025-000039
523,103,2025/02/28 10:17,4279.12,ZAR,Observatory,Cape Town,TRANSFER,Stock purchase,TXN-2025-000504
524,156,2025/02/28 14:08,561.82,ZAR,Hillbrow,Johannesburg,DEPOSIT,Commission payment,TXN-2025-002935
525,31,2025/02/28 16:14,4670.33,ZAR,Woodlands,Cape Town,PAYMENT,Rental payment,TXN-2025-000066
526,196,2025/02/28 16:38,9990,ZAR,Kloof,Johannesburg,DEPOSIT,Stock purchase,TXN-2025-002472
527,82,2025/03/01 08:17,825.96,ZAR,Vosloorus,Johannesburg,DEPOSIT,Gift payment,TXN-2025-002206
528,108,2025/03/01 08:34,6722.01,ZAR,Paarl,Pretoria,TRANSFER,Training costs,TXN-2025-000828
529,120,2025/03/01 08:34,11362.42,ZAR,Menlyn,Pretoria,WITHDRAWAL,Utility payment,TXN-2025-000666
530,38,2025/03/01 08:47,487.54,ZAR,Mitchells Plain,Cape Town,DEPOSIT,Vehicle purchase,TXN-2025-002606
531,162,2025/03/01 09:58,3137.83,ZAR,Hermanus,Pretoria,TRANSFER,Travel expenses,TXN-2025-002840
532,18,2025/03/01 14:58,25999,ZAR,Ballito,Durban,WITHDRAWAL,Event payment,TXN-2025-000695
533,195,2025/03/01 16:39,26913.4,ZAR,Kimberley Central,Johannesburg,PAYMENT,Trade payment,TXN-2025-000293
534,9,2025/03/01 17:57,12990,ZAR,Richards Bay,Durban,PAYMENT,Export proceeds,TXN-2025-001800
535,20,2025/03/02 08:00,493.55,ZAR,Woodlands,Johannesburg,DEPOSIT,Construction materials,TXN-2025-001116
536,180,2025/03/02 08:16,909.91,ZAR,Soweto,Johannesburg,DEPOSIT,Trade payment,TXN-2025-000360
537,45,2025/03/02 09:54,11989.6,ZAR,Durban North,Durban,WITHDRAWAL,Savings transfer,TXN-2025-002598
538,44,2025/03/02 11:44,2645.75,ZAR,Benoni,Cape Town,PAYMENT,Family support,TXN-2025-000187
539,187,2025/03/02 12:07,33115.83,ZAR,Stellenbosch,Pretoria,PAYMENT,Import payment,TXN-2025-002674
540,135,2025/03/02 14:44,13758.19,ZAR,Brooklyn,Pretoria,TRANSFER,Commission payment,TXN-2025-001230
541,30,2025/03/02 16:51,7655.06,ZAR,Stellenbosch,Durban,TRANSFER,Construction payment,TXN-2025-001221
542,178,2025/03/02 17:31,7314.39,ZAR,Plettenberg Bay,Durban,TRANSFER,Stock purchase,TXN-2025-000611
543,24,2025/03/03 09:54,2995.3,ZAR,Knysna,Durban,TRANSFER,Marketing services,TXN-2025-002774
544,152,2025/03/03 10:25,5000,ZAR,Mabopane,Pretoria,DEPOSIT,Investment funds,TXN-2025-002432
545,136,2025/03/03 13:37,25900,ZAR,Roodepoort,Johannesburg,WITHDRAWAL,Rental payment,TXN-2025-001195
546,5,2025/03/03 14:49,902.11,ZAR,Hatfield,Durban,WITHDRAWAL,Sponsorship fee,TXN-2025-000770
547,6,2025/03/03 14:49,44870.43,ZAR,Hillcrest,Johannesburg,TRANSFER,Office equipment,TXN-2025-001495
548,68,2025/03/03 16:40,403.6,ZAR,Somerset West,Pretoria,TRANSFER,Medical expenses,TXN-2025-001236
549,97,2025/03/03 16:44,1186.54,ZAR,Hatfield,Cape Town,WITHDRAWAL,Office equipment,TXN-2025-000344
550,73,2025/03/03 18:04,31672.14,ZAR,Diepsloot,Pretoria,WITHDRAWAL,Construction materials,TXN-2025-001880
551,46,2025/03/03 18:14,20990,ZAR,Stellenbosch,Pretoria,PAYMENT,Stock purchase,TXN-2025-000455
552,70,2025/03/04 08:29,9900,ZAR,Khayelitsha,Cape Town,PAYMENT,IT services,TXN-2025-002485
553,95,2025/03/04 09:28,660.21,ZAR,Daveyton,Johannesburg,TRANSFER,Equipment lease,TXN-2025-001465
554,117,2025/03/04 11:09,15950,ZAR,Pretoria Central,Pretoria,TRANSFER,Consulting fee,TXN-2025-002404
555,120,2025/03/04 12:10,832.08,ZAR,Knysna,Johannesburg,TRANSFER,Personal transfer,TXN-2025-001452
556,19,2025/03/04 12:27,22073.11,ZAR,Pietermaritzburg,Durban,PAYMENT,Legal fees,TXN-2025-002764
557,41,2025/03/04 12:34,25500,ZAR,Constantia,Cape Town,DEPOSIT,Marketing services,TXN-2025-001559
558,164,2025/03/04 16:05,639.57,ZAR,La Lucia,Cape Town,WITHDRAWAL,Family support,TXN-2025-001589
559,10,2025/03/04 16:53,25999,ZAR,Germiston,Pretoria,TRANSFER,Property investment,TXN-2025-002471
560,159,2025/03/05 09:10,1084.47,ZAR,Centurion,Pretoria,PAYMENT,Personal transfer,TXN-2025-001014
561,4,2025/03/05 12:58,772.07,ZAR,Hillcrest,Cape Town,DEPOSIT,Loan repayment,TXN-2025-001541
562,94,2025/03/05 15:51,7500,ZAR,Green Point,Cape Town,PAYMENT,Investment capital,TXN-2025-001833
563,38,2025/03/05 16:44,12975.71,ZAR,Nelspruit,Johannesburg,PAYMENT,Supplier payment,TXN-2025-001253
564,60,2025/03/05 16:52,28973.97,ZAR,Morningside,Durban,DEPOSIT,Equipment lease,TXN-2025-001071
565,194,2025/03/05 16:54,4489.4,ZAR,Pretoria Central,Pretoria,PAYMENT,Legal fees,TXN-2025-001997
566,129,2025/03/05 18:06,649.88,ZAR,George Central,Cape Town,TRANSFER,Equipment lease,TXN-2025-002816
567,106,2025/03/05 18:52,962.02,ZAR,Richards Bay,Pretoria,DEPOSIT,Legal fees,TXN-2025-001481
568,2,2025/03/05 18:57,15850.89,ZAR,Mossel Bay,Pretoria,DEPOSIT,Maintenance costs,TXN-2025-001224
569,37,2025/03/06 10:07,25950,ZAR,East London Central,Durban,DEPOSIT,Vehicle purchase,TXN-2025-000659
570,78,2025/03/06 12:35,35533.23,ZAR,Newlands,Pretoria,DEPOSIT,Construction payment,TXN-2025-000047
571,79,2025/03/06 13:14,19587.03,ZAR,Atteridgeville,Pretoria,WITHDRAWAL,Loan repayment,TXN-2025-001937
572,108,2025/03/06 18:53,3247.76,ZAR,Boksburg,Cape Town,WITHDRAWAL,Utility payment,TXN-2025-000779
573,30,2025/03/07 09:03,189.67,ZAR,Port Elizabeth Central,Cape Town,PAYMENT,Family support,TXN-2025-000955
574,118,2025/03/07 09:37,25900,ZAR,Kloof,Cape Town,WITHDRAWAL,Software license,TXN-2025-002554
575,110,2025/03/07 10:25,663.47,ZAR,Kimberley Central,Durban,PAYMENT,Marketing services,TXN-2025-002655
576,176,2025/03/07 11:26,3711.59,ZAR,Fourways,Johannesburg,WITHDRAWAL,Vehicle purchase,TXN-2025-002439
577,168,2025/03/07 13:04,1578.33,ZAR,Soshanguve,Pretoria,PAYMENT,Medical expenses,TXN-2025-001628
578,53,2025/03/07 15:20,704.29,ZAR,Woodlands,Durban,DEPOSIT,Subscription fee,TXN-2025-002309
579,116,2025/03/07 16:51,3962.17,ZAR,Morningside,Durban,WITHDRAWAL,Subscription fee,TXN-2025-002800
580,81,2025/03/07 16:56,15500,ZAR,Newlands,Johannesburg,WITHDRAWAL,Construction payment,TXN-2025-001816
581,104,2025/03/07 17:37,3552.1,ZAR,La Lucia,Johannesburg,PAYMENT,Equipment lease,TXN-2025-001933
582,75,2025/03/07 19:43,8939.46,ZAR,Alexandra,Johannesburg,TRANSFER,Stock purchase,TXN-2025-001798
583,141,2025/03/08 09:30,24530.27,ZAR,Constantia,Cape Town,TRANSFER,Equipment purchase,TXN-2025-001398
584,144,2025/03/08 10:03,759.88,ZAR,Pretoria Central,Pretoria,DEPOSIT,Investment funds,TXN-2025-001518
585,61,2025/03/08 10:42,14949.44,ZAR,Newlands,Durban,DEPOSIT,Sponsorship fee,TXN-2025-002748
586,109,2025/03/08 12:43,20950,ZAR,Umhlanga,Durban,PAYMENT,Legal fees,TXN-2025-001745
587,189,2025/03/08 14:32,929.79,ZAR,Waterkloof,Pretoria,TRANSFER,Loan repayment,TXN-2025-000647
588,143,2025/03/08 14:46,37328.21,ZAR,Morningside,Durban,DEPOSIT,Family support,TXN-2025-000461
589,156,2025/03/08 14:52,14943.1,ZAR,Stellenbosch,Pretoria,DEPOSIT,Construction materials,TXN-2025-000495
590,38,2025/03/08 17:30,970.75,ZAR,Arcadia,Cape Town,PAYMENT,Rental payment,TXN-2025-001501
591,182,2025/03/08 17:57,972.51,ZAR,Claremont,Pretoria,PAYMENT,Rental payment,TXN-2025-002562
592,113,2025/03/08 18:16,1968.35,ZAR,Randburg,Johannesburg,DEPOSIT,Insurance premium,TXN-2025-002555
593,8,2025/03/08 19:11,2425.12,ZAR,Rosebank,Johannesburg,PAYMENT,Property investment,TXN-2025-000523
594,164,2025/03/09 11:53,22203.9,ZAR,Kloof,Pretoria,TRANSFER,Utility payment,TXN-2025-000711
595,18,2025/03/09 12:44,683.33,ZAR,Richards Bay,Pretoria,TRANSFER,Gift payment,TXN-2025-002024
596,95,2025/03/09 13:30,368.5,ZAR,Boksburg,Johannesburg,TRANSFER,Entertainment costs,TXN-2025-001652
597,182,2025/03/09 15:16,5000,ZAR,Hatfield,Pretoria,TRANSFER,Utility payment,TXN-2025-000297
598,30,2025/03/09 15:45,23921.09,ZAR,Alexandra,Johannesburg,DEPOSIT,Equipment lease,TXN-2025-002238
599,10,2025/03/09 17:10,5999,ZAR,Kloof,Durban,WITHDRAWAL,Sponsorship fee,TXN-2025-002719
600,22,2025/03/09 17:26,39647.51,ZAR,Green Point,Cape Town,DEPOSIT,Family support,TXN-2025-002284
601,78,2025/03/09 19:01,35704.72,ZAR,Randburg,Johannesburg,PAYMENT,Donation,TXN-2025-002826
602,110,2025/03/09 19:07,27851.12,ZAR,Knysna,Cape Town,TRANSFER,Property investment,TXN-2025-002635
603,50,2025/03/10 10:21,38639.59,ZAR,Tsakane,Johannesburg,WITHDRAWAL,Software license,TXN-2025-001361
604,17,2025/03/10 10:44,131.94,ZAR,Kloof,Cape Town,PAYMENT,Marketing services,TXN-2025-001397
605,149,2025/03/10 11:16,11956.61,ZAR,Somerset West,Durban,DEPOSIT,Property investment,TXN-2025-000740
606,50,2025/03/10 11:25,4892.61,ZAR,Benoni,Pretoria,DEPOSIT,Insurance premium,TXN-2025-002946
607,92,2025/03/10 11:45,8774.1,ZAR,Brooklyn,Pretoria,DEPOSIT,Equipment purchase,TXN-2025-002119
608,187,2025/03/10 11:49,5000,ZAR,Morningside,Durban,DEPOSIT,IT services,TXN-2025-001032
609,5,2025/03/10 12:30,8566.76,ZAR,Plettenberg Bay,Cape Town,TRANSFER,Insurance premium,TXN-2025-000807
610,29,2025/03/10 14:30,46713.58,ZAR,Woodlands,Johannesburg,DEPOSIT,Utility payment,TXN-2025-002744
611,164,2025/03/10 16:14,25545.86,ZAR,Nyanga,Cape Town,PAYMENT,Property investment,TXN-2025-000449
612,62,2025/03/10 17:37,3303.62,ZAR,Ballito,Durban,PAYMENT,Medical expenses,TXN-2025-001255
613,133,2025/03/10 19:25,836.99,ZAR,Paarl,Durban,PAYMENT,Investment capital,TXN-2025-002604
614,62,2025/03/10 19:36,24878.91,ZAR,Claremont,Cape Town,WITHDRAWAL,Accounting services,TXN-2025-001448
615,101,2025/03/11 10:04,17373.24,ZAR,Ivory Park,Johannesburg,PAYMENT,Furniture purchase,TXN-2025-002591
616,85,2025/03/11 12:21,3004.62,ZAR,Green Point,Cape Town,WITHDRAWAL,Donation,TXN-2025-000307
617,162,2025/03/11 12:26,1919.71,ZAR,Soweto,Johannesburg,TRANSFER,Construction payment,TXN-2025-000705
618,2,2025/03/11 12:29,2227.01,ZAR,Umhlanga,Durban,TRANSFER,Loan repayment,TXN-2025-002427
619,63,2025/03/11 13:26,8245.84,ZAR,Roodepoort,Durban,TRANSFER,Furniture purchase,TXN-2025-001027
620,110,2025/03/11 13:34,2177.67,ZAR,Bedfordview,Johannesburg,TRANSFER,Trade payment,TXN-2025-001604
621,158,2025/03/11 14:50,4497.22,ZAR,Claremont,Pretoria,TRANSFER,Trade payment,TXN-2025-000891
622,18,2025/03/11 15:33,20900,ZAR,Camps Bay,Cape Town,TRANSFER,Savings transfer,TXN-2025-001216
623,78,2025/03/12 11:42,2480.43,ZAR,Hillcrest,Durban,PAYMENT,Rental payment,TXN-2025-001016
624,197,2025/03/12 15:29,982.47,ZAR,Constantia,Cape Town,WITHDRAWAL,Medical expenses,TXN-2025-000269
625,162,2025/03/12 16:39,3767.76,ZAR,Lynnwood,Durban,DEPOSIT,Commission payment,TXN-2025-002577
626,147,2025/03/12 18:00,648.55,ZAR,Waterkloof,Pretoria,TRANSFER,Property investment,TXN-2025-000319
627,94,2025/03/12 18:42,3838.81,ZAR,Somerset West,Pretoria,DEPOSIT,Consulting fee,TXN-2025-001758
628,98,2025/03/12 18:49,10990,ZAR,Orange Farm,Johannesburg,TRANSFER,Loan repayment,TXN-2025-002011
629,173,2025/03/13 08:42,5568.87,ZAR,Knysna,Cape Town,DEPOSIT,Vehicle purchase,TXN-2025-002241
630,31,2025/03/13 09:40,891.08,ZAR,Phoenix,Durban,PAYMENT,Gift payment,TXN-2025-001862
631,2,2025/03/13 10:02,15000,ZAR,Somerset West,Johannesburg,PAYMENT,IT services,TXN-2025-001576
632,172,2025/03/13 10:05,5120.65,ZAR,Fourways,Johannesburg,DEPOSIT,Stock purchase,TXN-2025-002308
633,95,2025/03/13 10:21,2262.49,ZAR,Roodepoort,Johannesburg,DEPOSIT,Equipment purchase,TXN-2025-001056
634,58,2025/03/13 12:44,287.27,ZAR,Hillcrest,Cape Town,WITHDRAWAL,Stock purchase,TXN-2025-001001
635,76,2025/03/13 14:54,49360.87,ZAR,Centurion,Pretoria,TRANSFER,Professional services,TXN-2025-001962
636,108,2025/03/13 15:33,3127.89,ZAR,Nelspruit,Pretoria,DEPOSIT,Construction materials,TXN-2025-002544
637,29,2025/03/13 15:49,827.17,ZAR,Salt Rock,Durban,WITHDRAWAL,Construction payment,TXN-2025-001701
638,163,2025/03/13 18:26,6989.47,ZAR,Ivory Park,Johannesburg,WITHDRAWAL,Rental payment,TXN-2025-002789
639,101,2025/03/13 19:08,42757.43,ZAR,Constantia,Cape Town,PAYMENT,Construction materials,TXN-2025-000335
640,57,2025/03/13 19:37,13299.79,ZAR,Claremont,Cape Town,DEPOSIT,Stock purchase,TXN-2025-000848
641,153,2025/03/14 09:27,12999,ZAR,Bloemfontein Central,Durban,WITHDRAWAL,Office equipment,TXN-2025-001799
642,18,2025/03/14 09:55,14833.53,ZAR,Lynnwood,Johannesburg,WITHDRAWAL,Personal transfer,TXN-2025-002385
643,80,2025/03/14 10:02,13005.71,ZAR,Randburg,Johannesburg,WITHDRAWAL,Construction materials,TXN-2025-002775
644,166,2025/03/14 10:59,19941.12,ZAR,Diepsloot,Johannesburg,DEPOSIT,Subscription fee,TXN-2025-001991
645,165,2025/03/14 12:00,6000,ZAR,Green Point,Cape Town,DEPOSIT,Furniture purchase,TXN-2025-000134
646,171,2025/03/14 12:07,20000,ZAR,Diepsloot,Johannesburg,DEPOSIT,Consulting fee,TXN-2025-002221
647,158,2025/03/14 13:01,7500,ZAR,Bloemfontein Central,Durban,DEPOSIT,Property investment,TXN-2025-001290
648,81,2025/03/14 14:31,6150.56,ZAR,East London Central,Johannesburg,PAYMENT,Medical expenses,TXN-2025-001661
649,138,2025/03/14 15:41,6070.53,ZAR,Chatsworth,Durban,PAYMENT,IT services,TXN-2025-001275
650,69,2025/03/14 16:11,16770.17,ZAR,Stellenbosch,Durban,TRANSFER,Event payment,TXN-2025-000596
651,8,2025/03/14 16:27,20345.61,ZAR,Germiston,Durban,WITHDRAWAL,Marketing services,TXN-2025-000507
652,92,2025/03/14 16:53,22925.92,ZAR,Sea Point,Cape Town,DEPOSIT,Professional services,TXN-2025-000968
653,46,2025/03/14 17:33,11912.75,ZAR,Sunnyside,Pretoria,DEPOSIT,Software license,TXN-2025-000147
654,100,2025/03/14 18:31,9838.34,ZAR,Umhlanga Rocks,Durban,PAYMENT,Personal transfer,TXN-2025-001591
655,13,2025/03/15 09:11,264.85,ZAR,Claremont,Cape Town,DEPOSIT,Personal transfer,TXN-2025-002302
656,44,2025/03/15 10:56,42982.72,ZAR,Umhlanga Rocks,Johannesburg,WITHDRAWAL,Marketing services,TXN-2025-002064
657,137,2025/03/15 11:05,11602.46,ZAR,Germiston,Cape Town,TRANSFER,Sponsorship fee,TXN-2025-000909
658,44,2025/03/15 12:34,21268.2,ZAR,Constantia,Cape Town,PAYMENT,Gift payment,TXN-2025-000358
659,104,2025/03/15 19:14,149.41,ZAR,Ballito,Durban,WITHDRAWAL,Software license,TXN-2025-002859
660,127,2025/03/16 09:52,7906.51,ZAR,Green Point,Cape Town,PAYMENT,Property investment,TXN-2025-000443
661,89,2025/03/16 10:25,332.4,ZAR,Roodepoort,Pretoria,TRANSFER,Commission payment,TXN-2025-002214
662,159,2025/03/16 11:27,3259.91,ZAR,Alberton,Durban,DEPOSIT,Subscription fee,TXN-2025-000143
663,53,2025/03/16 12:28,10729.31,ZAR,Newlands,Durban,PAYMENT,Office equipment,TXN-2025-002688
664,34,2025/03/16 12:33,14171.33,ZAR,Manenberg,Cape Town,TRANSFER,Office equipment,TXN-2025-002005
665,85,2025/03/16 12:42,254.87,ZAR,Stellenbosch,Johannesburg,TRANSFER,Family support,TXN-2025-002294
666,172,2025/03/16 15:51,7885.84,ZAR,Brooklyn,Pretoria,DEPOSIT,Maintenance costs,TXN-2025-000800
667,181,2025/03/16 16:26,7990,ZAR,Sandton,Johannesburg,WITHDRAWAL,Equipment lease,TXN-2025-001737
668,10,2025/03/17 09:07,4634.97,ZAR,Paarl,Durban,TRANSFER,Construction materials,TXN-2025-001658
669,18,2025/03/17 10:13,16017.93,ZAR,Orange Farm,Johannesburg,PAYMENT,Investment funds,TXN-2025-000310
670,148,2025/03/17 10:41,2993.52,ZAR,Rosebank,Johannesburg,TRANSFER,Commission payment,TXN-2025-002864
671,131,2025/03/17 10:47,25950,ZAR,Ballito,Durban,DEPOSIT,Vehicle purchase,TXN-2025-000932
672,78,2025/03/17 13:24,15950,ZAR,Rosebank,Johannesburg,PAYMENT,Gift payment,TXN-2025-002819
673,96,2025/03/17 13:30,587.74,ZAR,Green Point,Cape Town,TRANSFER,Savings transfer,TXN-2025-001524
674,154,2025/03/17 15:14,6400.3,ZAR,Arcadia,Johannesburg,DEPOSIT,Software license,TXN-2025-002755
675,97,2025/03/17 15:36,5990,ZAR,Polokwane,Johannesburg,WITHDRAWAL,Investment funds,TXN-2025-001718
676,78,2025/03/18 09:30,1568.92,ZAR,Alberton,Cape Town,DEPOSIT,Insurance premium,TXN-2025-002423
677,46,2025/03/18 14:14,20900,ZAR,Khayelitsha,Cape Town,PAYMENT,Event payment,TXN-2025-002478
678,153,2025/03/18 14:29,791.95,ZAR,Newlands,Pretoria,PAYMENT,Import payment,TXN-2025-000059
679,150,2025/03/18 16:28,9243.85,ZAR,Salt Rock,Johannesburg,DEPOSIT,Event payment,TXN-2025-002584
680,89,2025/03/18 19:17,25500,ZAR,Nelspruit,Pretoria,WITHDRAWAL,Property investment,TXN-2025-002973
681,132,2025/03/19 09:15,7990,ZAR,Tsakane,Johannesburg,WITHDRAWAL,Service payment,TXN-2025-000007
682,112,2025/03/19 10:27,41770.64,ZAR,Fourways,Johannesburg,WITHDRAWAL,Travel expenses,TXN-2025-001914
683,29,2025/03/19 10:47,383.03,ZAR,Centurion,Pretoria,WITHDRAWAL,Equipment lease,TXN-2025-001660
684,78,2025/03/19 11:26,8000,ZAR,Kloof,Pretoria,PAYMENT,Equipment lease,TXN-2025-001144
685,83,2025/03/19 11:43,3985.27,ZAR,Centurion,Pretoria,DEPOSIT,Utility payment,TXN-2025-000670
686,94,2025/03/19 12:29,8900,ZAR,Ballito,Durban,PAYMENT,Personal transfer,TXN-2025-001551
687,98,2025/03/19 12:29,10000,ZAR,Mabopane,Pretoria,PAYMENT,Investment capital,TXN-2025-002077
688,194,2025/03/19 13:41,14207.85,ZAR,Arcadia,Johannesburg,WITHDRAWAL,Business payment,TXN-2025-002858
689,145,2025/03/19 16:03,11700.16,ZAR,Menlyn,Pretoria,PAYMENT,School fees,TXN-2025-002480
690,31,2025/03/19 17:18,45521.24,ZAR,Randburg,Johannesburg,PAYMENT,Maintenance costs,TXN-2025-001416
691,67,2025/03/20 08:05,21408.46,ZAR,Morningside,Durban,PAYMENT,Medical expenses,TXN-2025-001185
692,16,2025/03/20 08:31,44509.24,ZAR,Chatsworth,Durban,PAYMENT,Construction payment,TXN-2025-000375
693,34,2025/03/20 08:44,6239.57,ZAR,Soweto,Johannesburg,DEPOSIT,Donation,TXN-2025-000871
694,168,2025/03/20 09:28,885.57,ZAR,Polokwane,Durban,DEPOSIT,Business payment,TXN-2025-002138
695,115,2025/03/20 10:34,2326,ZAR,Nelspruit,Durban,PAYMENT,Travel expenses,TXN-2025-000847
696,121,2025/03/20 13:32,46394.21,ZAR,Menlyn,Pretoria,WITHDRAWAL,Stock purchase,TXN-2025-002636
697,46,2025/03/20 13:49,530.69,ZAR,Menlyn,Pretoria,TRANSFER,Stock purchase,TXN-2025-000445
698,65,2025/03/20 13:51,282.41,ZAR,Constantia,Cape Town,DEPOSIT,Import payment,TXN-2025-001015
699,120,2025/03/20 14:04,24080.42,ZAR,Atteridgeville,Pretoria,PAYMENT,Construction materials,TXN-2025-001622
700,149,2025/03/20 16:13,3602.27,ZAR,Germiston,Durban,TRANSFER,IT services,TXN-2025-001332
701,166,2025/03/20 16:34,10999,ZAR,Umhlanga Rocks,Cape Town,TRANSFER,Equipment purchase,TXN-2025-000729
702,76,2025/03/20 16:53,28550.28,ZAR,Durban North,Durban,PAYMENT,Property investment,TXN-2025-001583
703,128,2025/03/20 19:00,38776.48,ZAR,Pretoria Central,Pretoria,TRANSFER,Commission payment,TXN-2025-001710
704,120,2025/03/20 19:57,1565.74,ZAR,Centurion,Pretoria,DEPOSIT,Loan repayment,TXN-2025-002650
705,112,2025/03/21 08:16,116.68,ZAR,Fourways,Johannesburg,DEPOSIT,Medical expenses,TXN-2025-002129
706,101,2025/03/21 09:41,12353.31,ZAR,Somerset West,Cape Town,DEPOSIT,Import payment,TXN-2025-001282
707,105,2025/03/21 10:57,7433.28,ZAR,Green Point,Cape Town,DEPOSIT,Commission payment,TXN-2025-001943
708,25,2025/03/21 11:06,15990,ZAR,Bloemfontein Central,Pretoria,WITHDRAWAL,Trade payment,TXN-2025-002594
709,192,2025/03/21 12:16,1725.29,ZAR,East London Central,Cape Town,WITHDRAWAL,Import payment,TXN-2025-002357
710,136,2025/03/21 12:26,7840.19,ZAR,East London Central,Pretoria,DEPOSIT,Loan repayment,TXN-2025-002657
711,186,2025/03/21 13:40,548.92,ZAR,Umlazi,Durban,PAYMENT,Software license,TXN-2025-001767
712,44,2025/03/21 13:58,6064.34,ZAR,Umhlanga,Durban,PAYMENT,Accounting services,TXN-2025-001330
713,184,2025/03/21 19:24,14519.48,ZAR,Hillcrest,Cape Town,WITHDRAWAL,Marketing services,TXN-2025-001284
714,55,2025/03/21 19:42,8950,ZAR,Durban North,Durban,WITHDRAWAL,Commission payment,TXN-2025-000735
715,23,2025/03/22 09:34,31980.42,ZAR,Edenvale,Pretoria,PAYMENT,Legal fees,TXN-2025-001563
716,55,2025/03/22 10:57,10500,ZAR,Green Point,Cape Town,WITHDRAWAL,Furniture purchase,TXN-2025-000623
717,105,2025/03/22 11:55,29884.25,ZAR,Somerset West,Johannesburg,TRANSFER,Family support,TXN-2025-000626
718,78,2025/03/22 12:48,7649.51,ZAR,Plettenberg Bay,Johannesburg,TRANSFER,Savings transfer,TXN-2025-001853
719,54,2025/03/22 13:54,20280.39,ZAR,Constantia,Cape Town,PAYMENT,Insurance premium,TXN-2025-000420
720,191,2025/03/22 14:27,2864.72,ZAR,Tembisa,Pretoria,DEPOSIT,Event payment,TXN-2025-001770
721,45,2025/03/22 14:31,2839.48,ZAR,Brooklyn,Pretoria,PAYMENT,Loan repayment,TXN-2025-000791
